FAKEID,Y3defect,Y2G5,Y2G4,Y2G3,Y2G2,Y2G1,Y2price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,SPORT,PCTMARR,HOMEVAL
293Q79KG,,0,0,1,1,0,25,9,1,65,3,1,0,0,64,62
030E72PJ,,0,1,0,1,1,25,1,0,68,3,1,0,0,48,64
533K88MW,,0,0,0,1,1,15,4,0,63,3,0,0,0,75,228
572J73EY,,1,1,0,1,1,50,11,1,81,1,1,1,0,60,53
696Z16RL,,0,0,0,0,1,15,9,1,47,3,0,0,0,40,40
671W46EG,,0,1,0,0,0,15,4,0,43,5,0,1,0,44,112
466W62BI,,0,1,0,1,1,25,4,0,76,1,0,1,0,49,41
889H04DR,,0,1,1,1,0,25,9,1,67,3,0,1,0,72,84
717E55HM,,0,1,0,0,0,25,3,0,63,4,1,1,0,77,61
555R66LX,,0,1,0,0,0,25,6,0,34,3,0,1,0,43,104
336V54YB,,0,1,1,0,1,15,8,1,76,2,1,1,0,79,83
543H37TS,,0,0,0,0,1,15,3,0,63,0,0,1,0,62,30
267B25LT,,0,1,0,1,1,15,11,1,59,2,0,1,0,58,55
047O08YD,,0,1,1,1,1,15,4,1,63,4,1,1,0,58,50
082G29VK,,0,1,0,1,1,15,9,0,32,3,1,1,0,62,49
301N15YV,,0,0,0,1,1,15,7,0,84,0,1,0,0,62,46
380C88IR,,1,0,0,1,0,25,11,1,76,3,0,0,0,56,363
895V33HP,,0,1,1,0,1,25,3,0,64,4,0,1,0,63,65
708G21IQ,,1,1,0,1,1,50,6,0,82,3,0,0,0,53,66
368Y83XA,,0,1,0,0,0,25,6,0,41,1,0,1,0,36,33
784W73GZ,,0,1,0,0,0,50,3,0,38,4,0,1,0,64,133
885F16CX,,0,0,0,1,1,50,9,1,56,1,0,1,0,69,56
580P16MO,,0,1,0,1,1,25,10,1,65,6,0,1,0,69,78
962R65RI,,0,1,0,1,1,15,3,0,54,2,0,1,0,71,130
464N43NC,,0,1,0,1,0,15,3,1,27,1,0,1,0,52,54
479Q16HA,,0,1,1,1,1,15,5,0,52,3,0,0,0,68,82
211E21GX,,0,1,0,1,1,15,6,1,65,6,0,1,0,80,180
274R29XZ,,0,1,0,0,1,15,9,1,83,3,0,0,0,59,142
358Z51YY,,0,1,0,0,1,50,9,1,49,4,0,1,0,71,63
097J48SW,,0,0,0,1,1,15,7,0,66,4,0,1,0,68,135
460P54ZS,,1,1,0,1,0,15,4,1,46,3,0,0,0,61,50
652T32IR,,0,1,0,1,1,15,4,1,48,2,1,1,0,50,32
571Q44MS,,0,1,0,1,1,15,9,0,73,4,0,1,0,51,63
571U12QA,,0,1,0,0,1,15,3,0,44,6,0,1,0,66,120
853A53JH,,0,1,0,0,0,15,7,1,65,2,1,1,0,60,58
888B63JK,,1,0,0,1,0,15,7,1,38,0,0,1,0,63,61
544W53KF,,0,1,1,0,0,50,7,0,84,1,1,1,0,41,78
605Z19FF,,0,1,0,0,1,15,9,1,90,0,0,1,0,81,111
197P95DL,,0,1,1,0,1,25,4,0,87,1,0,1,0,68,65
324L81QP,,0,1,0,0,1,25,4,0,55,4,1,1,0,66,166
997P70DI,,1,1,0,1,1,15,6,1,41,5,0,1,0,59,108
218X02QL,,0,1,0,1,0,15,3,0,63,3,0,0,0,65,87
769J33QW,,0,1,0,0,1,50,1,0,85,3,0,1,0,56,65
980E04BC,,0,1,1,0,1,15,9,1,65,3,1,1,0,65,419
080D58WD,,1,1,1,0,1,25,9,0,63,3,0,0,0,64,44
559S28RR,,0,1,0,1,0,15,7,1,94,1,1,1,0,44,23
929Q19IU,,0,0,0,1,1,15,10,1,72,1,1,1,0,50,143
479R54RX,,0,0,1,0,0,25,11,1,81,0,0,1,0,53,117
200G81LY,,0,0,1,1,1,25,5,0,63,3,1,0,0,62,45
075E10YY,,0,1,1,1,0,15,5,1,58,0,1,1,0,50,115
087H26MR,,0,1,0,1,0,15,6,0,8,1,0,1,0,55,62
641C34HK,,0,1,0,0,0,15,5,0,68,3,1,1,0,56,72
634X59PM,,1,0,1,0,1,25,6,0,41,3,1,0,0,58,50
332O20VG,,0,0,0,0,1,15,1,1,76,3,1,1,0,54,75
766A90VC,,0,1,1,1,1,15,8,1,55,4,0,1,0,64,146
431Z54OF,,1,0,0,1,0,15,3,1,55,2,0,1,0,43,100
588R07RF,,0,0,1,0,0,15,6,1,34,1,1,1,0,71,51
969U31VG,,0,1,0,0,1,15,10,1,62,5,0,1,0,62,322
022O97EE,,1,1,1,1,1,15,11,1,63,3,0,0,0,68,79
273B01WE,,0,1,0,0,0,25,1,0,63,0,1,1,0,56,55
293N28AW,,1,0,0,0,0,50,6,0,68,6,0,1,0,53,55
279F54AP,,0,0,0,1,1,15,5,0,76,0,1,1,0,50,57
874F73XI,,0,1,0,1,1,15,3,0,75,2,1,1,1,61,43
251G52OZ,,0,0,0,1,1,15,7,1,63,3,1,0,0,45,67
505D59RQ,,1,0,0,0,1,15,6,1,63,3,0,0,0,68,190
809W74GF,,1,1,0,1,1,15,9,1,46,4,1,1,0,66,136
024G27BQ,,0,0,0,1,0,25,1,0,32,3,0,0,0,42,83
972S62HX,,1,0,0,1,1,25,10,0,63,3,0,0,0,50,62
875H15ZF,,1,1,1,0,1,50,9,1,62,1,0,1,0,56,60
054S03ZQ,,0,1,0,0,0,15,5,0,83,3,1,1,0,79,127
763T68SS,,0,0,0,0,1,25,9,1,55,3,1,0,0,73,73
060P72LB,,0,1,0,1,1,15,10,1,79,2,1,1,0,71,93
325K25TO,,0,0,0,1,0,15,4,1,63,3,0,0,0,51,62
660Y41ES,,0,0,0,1,1,15,11,1,63,3,0,0,0,34,68
601E97BD,,0,1,0,1,0,50,11,1,63,3,0,0,0,60,99
547I65ZB,,1,1,1,1,0,15,10,1,63,3,1,0,0,70,68
032B19RK,,0,0,1,1,1,15,10,1,83,3,0,0,0,63,103
343P91UR,,0,1,0,1,1,25,6,1,70,4,1,1,0,56,50
512E01XL,,1,1,1,0,0,15,5,1,39,6,0,1,0,80,206
191A70HO,,1,0,1,1,0,25,4,0,59,6,0,1,0,61,128
926I32SW,,0,0,0,1,1,15,8,1,73,0,0,1,0,65,62
059J89FO,,0,0,0,0,1,25,5,0,63,3,1,0,0,75,106
656G28CL,,0,0,1,1,0,25,11,1,71,6,1,1,0,73,265
050X41PC,,0,1,1,0,1,25,7,0,80,1,1,1,0,72,59
102Q21IW,,0,0,1,0,0,25,9,1,89,3,0,1,0,65,166
295O43LH,,0,0,0,1,0,15,11,1,90,5,0,1,0,71,82
424N62CC,,1,1,0,1,0,15,11,1,72,2,1,1,0,61,54
211X12CI,,0,1,1,1,1,15,11,1,77,0,0,1,0,51,70
895J69GQ,,0,0,1,1,0,15,2,0,42,4,0,1,0,67,64
184Q80FS,,0,1,0,0,0,15,10,1,67,2,0,1,0,62,51
554O34HH,,1,1,1,1,1,15,11,1,63,2,0,1,0,67,169
714H53JI,,1,0,0,1,1,25,8,1,63,3,0,0,0,60,44
561M25SH,,0,1,0,1,1,15,4,0,52,4,1,1,0,48,91
288B60PP,,0,1,1,1,1,25,6,0,60,5,1,1,0,71,59
822K25RX,,0,1,0,1,0,15,7,0,74,3,1,0,0,66,109
494T85UO,,0,1,0,1,0,15,7,0,87,3,0,0,0,63,77
890U17BA,,0,1,0,0,1,25,5,0,63,3,1,0,0,0,0
387G55CU,,0,1,1,1,0,25,11,0,63,0,1,1,0,69,36
132N44IY,,1,1,1,0,1,15,10,1,63,3,0,0,0,62,72
195O49DE,,0,1,0,0,1,25,7,1,55,5,1,1,2,55,279
606L37TW,,1,1,0,0,0,25,10,1,64,4,0,1,0,66,100
169B80AF,,0,1,1,1,1,50,9,0,63,0,0,1,0,33,57
057L48OB,,0,1,1,0,1,50,4,0,56,4,1,1,1,72,136
151W00QQ,,0,1,0,0,0,25,5,0,63,1,0,1,0,52,81
663R97AX,,0,1,0,0,0,15,3,0,48,6,0,1,0,61,248
776G17IK,,1,1,0,0,1,25,5,0,64,3,1,0,0,53,212
859N78JP,,0,1,1,1,0,15,8,1,82,2,0,1,0,61,326
249C54FT,,0,1,0,1,0,25,10,1,74,4,0,1,0,69,139
741W79SS,,0,1,1,0,1,15,11,1,62,4,0,1,0,67,63
693T78OV,,0,0,1,1,0,25,9,0,74,3,0,1,0,65,67
219D04OS,,1,1,0,1,0,25,7,0,71,2,1,1,0,72,66
942Q77ZR,,0,1,0,0,0,15,1,0,72,3,1,0,0,59,81
453V89EU,,0,1,0,1,1,15,3,0,42,1,1,1,0,41,51
541D08AE,,0,0,0,1,1,15,6,0,72,3,0,0,0,62,547
842T03ML,,1,1,1,0,1,25,9,0,91,0,1,1,0,68,53
335J17RV,,1,1,0,0,0,15,9,1,82,1,0,1,0,73,221
707V23VO,,0,1,1,1,0,15,7,0,76,3,1,1,0,67,85
127M14AQ,,1,0,0,0,1,25,4,0,54,3,1,1,0,56,54
830Q14NM,,0,1,0,0,1,25,11,1,80,0,0,1,1,13,139
821C74SP,,0,1,0,1,1,15,8,0,47,5,1,1,0,70,89
793S25PH,,0,1,1,0,1,15,7,0,71,3,0,1,0,71,129
409H50RC,,0,1,1,0,0,15,11,1,65,4,1,1,0,72,161
755P48DS,,0,1,0,1,0,25,8,1,46,4,0,1,0,73,99
937G56KS,,1,1,0,0,1,15,11,1,79,1,1,1,0,63,46
759O38EG,,0,1,1,1,0,15,4,1,70,2,1,1,0,64,53
542R80TN,,1,0,0,1,1,15,8,1,64,4,1,1,0,74,88
074N63FT,,0,1,1,1,0,50,11,1,54,3,0,1,0,54,69
253E78GL,,0,1,0,0,1,50,11,1,63,3,0,0,0,71,316
786M86RR,,0,1,0,1,1,15,3,0,43,4,1,1,0,66,136
261I01PL,,0,0,1,1,0,15,3,0,70,3,0,1,0,62,69
463O39ZO,,0,0,0,1,1,15,11,1,74,2,0,1,0,66,146
085L39ZU,,0,1,0,1,0,15,1,0,63,3,0,0,0,63,164
049E92AJ,,0,1,1,0,0,25,3,0,63,3,1,0,0,52,83
139S24PU,,0,1,1,0,0,15,8,1,91,3,0,0,0,61,83
647P48PN,,0,1,0,0,0,25,5,0,34,5,0,1,0,52,32
329T57NR,,0,0,1,0,1,25,1,0,24,3,0,1,0,61,122
678W25IJ,,0,1,0,1,1,15,3,0,58,4,1,1,0,75,258
066A38KD,,1,1,0,1,1,25,11,1,63,3,0,0,0,40,50
950I47HW,,0,1,0,1,1,15,11,1,80,2,1,1,0,57,40
504N90HT,,0,1,0,0,1,25,5,0,73,1,1,1,0,64,37
039D20ZB,,1,0,1,1,0,15,7,0,40,3,1,1,0,66,68
654K60TE,,0,1,0,0,0,25,3,0,46,4,0,1,0,61,187
323L36SO,,0,0,0,1,0,15,1,0,90,0,0,1,0,57,65
604R21JD,,0,0,1,1,0,25,10,0,81,0,0,1,0,25,25
515H06FV,,0,0,0,1,0,25,2,0,77,5,1,0,1,71,95
435K84OP,,0,1,1,0,0,15,7,1,63,3,0,0,0,53,46
638Z53VD,,0,1,0,1,1,15,9,1,63,3,1,0,0,61,95
239M49UD,,0,0,1,0,1,15,7,0,48,4,0,1,0,51,72
024C28OS,,0,1,1,1,1,25,3,0,63,2,0,1,0,67,136
077K62RH,,1,1,1,0,0,25,7,0,90,3,0,0,0,44,169
277V00VM,,0,0,1,0,0,15,1,0,63,1,0,1,0,65,76
249W32DK,,0,0,1,0,1,25,6,0,63,0,0,1,0,63,55
881V67CR,,0,0,1,0,0,15,9,1,81,2,1,1,0,61,134
640W96CQ,,0,0,0,1,1,15,8,1,74,2,1,1,0,59,55
918B67UR,,1,1,0,1,1,50,6,0,40,5,1,1,0,62,357
955J46BB,,0,1,1,0,0,50,7,0,68,3,0,0,0,59,58
230G07UV,,1,0,0,1,1,25,7,1,63,3,0,0,0,67,78
944H53NC,,0,1,0,0,0,15,3,0,36,4,1,1,0,55,87
711S12DE,,0,1,1,0,0,15,3,0,56,3,1,0,0,77,97
713X17XB,,1,1,1,0,1,25,7,1,68,1,1,1,0,64,94
216M19NL,,0,1,0,1,0,25,4,0,63,3,0,0,0,25,67
246F51WG,,0,1,0,0,1,25,4,0,62,5,1,1,0,64,133
562Y32BI,,0,1,0,1,1,15,7,1,63,3,0,0,0,66,71
208I59CS,,0,1,0,1,0,50,5,0,58,3,1,0,0,52,435
068F58EV,,1,1,1,1,1,15,7,1,39,4,0,1,0,57,101
868X69YQ,,0,1,0,1,1,25,8,0,63,2,0,1,0,56,90
737Q35FZ,,0,1,0,0,1,15,8,1,63,3,0,0,0,53,21
106C74GD,,0,1,1,0,0,15,5,0,83,2,1,1,0,68,95
962I96BM,,0,1,1,1,1,25,9,1,57,5,0,1,0,63,120
317H83HA,,0,1,1,0,0,25,5,0,42,2,0,1,0,72,144
140H44SE,,1,1,1,1,1,15,9,1,78,4,0,1,0,73,109
418R32FE,,0,1,1,0,1,25,5,1,61,4,0,1,0,65,95
227E03TW,,1,1,0,1,1,25,4,0,36,3,0,1,0,54,547
744D69JK,,1,0,0,1,1,15,5,1,63,3,1,0,0,0,0
723P45RU,,0,0,0,1,0,15,4,0,63,1,0,1,0,26,60
250U53BL,,1,1,1,1,1,15,11,1,86,0,0,1,0,42,155
290A84OY,,0,1,1,1,0,25,3,0,63,3,0,1,0,43,78
121V08FB,,0,1,1,0,1,15,9,1,82,1,1,1,0,64,62
208O30CK,,0,1,0,0,0,15,10,1,88,6,0,1,0,59,39
755D09ZX,,0,1,0,1,0,25,4,0,63,3,1,0,0,73,83
410Q19IP,,0,1,0,0,0,25,3,0,74,5,0,1,0,69,469
744K07AW,,0,0,0,0,1,25,4,1,80,3,0,1,0,24,313
907W69AB,,0,0,0,1,1,25,7,0,76,3,1,1,0,40,121
086C62XI,,1,0,1,0,0,15,6,0,74,4,1,1,0,59,27
580F40YB,,0,0,0,1,0,15,5,1,27,2,0,1,0,38,97
993F65NY,,0,1,0,1,0,15,4,0,70,3,1,0,0,63,364
259S71RB,,1,1,0,1,0,50,8,1,55,6,1,1,0,65,117
266I12QY,,0,0,0,1,0,15,6,0,78,2,0,1,0,50,60
065X25KH,,0,1,1,1,0,25,8,1,54,2,0,1,0,57,47
748W18PR,,0,1,1,0,0,25,5,0,40,2,0,1,0,52,243
449J98TQ,,0,1,0,0,0,15,5,1,66,4,1,1,0,61,64
308Q76KM,,0,1,1,1,1,15,6,1,63,3,0,0,0,39,462
161V31KC,,0,0,1,1,1,50,8,0,43,3,0,1,0,33,31
170O05XQ,,0,1,0,1,1,15,5,1,63,3,1,0,0,53,99
836S67VT,,0,0,0,1,0,25,3,0,52,1,0,1,0,68,47
233E55YU,,1,1,1,0,1,15,10,1,59,1,0,1,0,66,72
593Y65HD,,0,0,0,1,0,50,9,1,81,3,1,1,0,52,66
532W36PM,,0,1,0,1,1,15,11,1,88,0,0,1,0,42,155
522N38OX,,0,1,1,1,0,15,3,0,63,2,1,1,1,64,61
530P05IC,,0,1,0,1,1,25,8,0,41,3,0,0,0,53,185
465C83VV,,0,0,0,0,1,25,10,1,74,1,1,1,1,54,47
509L55EK,,0,0,0,1,0,15,8,1,63,3,0,0,0,44,106
684M12WJ,,0,1,0,0,0,15,3,0,63,3,0,0,0,62,50
297M03OE,,0,1,0,1,1,15,11,1,63,3,0,0,0,32,40
964R64HZ,,0,0,0,1,1,25,6,1,81,5,1,1,0,50,55
929I84PJ,,0,1,0,0,0,25,9,1,51,3,1,1,0,60,136
850T90DG,,0,0,0,1,0,15,8,1,56,3,0,0,0,56,227
148Z34ZG,,0,1,0,0,1,25,5,1,36,3,0,1,0,63,99
573A92NU,,0,0,1,1,1,15,4,1,77,5,1,1,0,69,140
463Y72XV,,0,0,0,1,0,25,2,0,70,5,0,1,0,49,258
690E35JA,,0,1,0,1,0,25,6,1,50,4,0,1,0,69,75
998X34PZ,,0,1,0,1,1,25,9,0,63,2,0,1,0,61,35
584Y55XM,,0,0,1,1,0,15,9,1,81,5,0,1,0,62,118
249W04WL,,0,1,0,1,0,15,11,1,64,3,0,1,0,60,60
577M67MJ,,0,1,1,1,0,25,9,1,28,3,0,0,0,49,124
029J69RC,,0,1,0,1,0,15,6,0,44,6,0,1,1,80,180
485W90XG,,0,1,0,1,0,15,9,1,63,3,0,0,0,53,57
515W26DJ,,0,1,0,0,1,15,7,1,83,4,0,1,0,68,146
073N74TW,,0,0,0,0,1,15,7,0,65,4,1,1,0,74,59
674S51DM,,0,1,0,1,1,25,3,0,63,3,1,0,0,59,414
891C95ZO,,0,1,0,1,0,15,1,0,63,3,0,0,0,67,42
832V55RA,,0,1,0,0,1,50,10,1,77,4,1,1,0,72,41
105M25CH,,0,1,0,1,1,15,3,0,73,0,0,1,0,32,37
612L40LN,,1,0,1,0,1,25,4,0,69,4,1,1,0,69,70
660Y13EM,,1,1,0,0,1,25,6,1,48,4,1,1,0,57,79
674K04HC,,0,1,1,0,0,15,5,0,63,4,0,1,0,64,59
439O98ZQ,,0,0,0,1,1,25,3,0,63,3,0,0,0,66,120
109J49WJ,,0,1,0,0,0,15,11,1,73,1,0,1,0,48,72
627U80ZB,,0,0,0,0,1,15,8,1,85,4,1,1,0,58,131
132F94MV,,0,1,0,0,0,25,8,0,77,0,1,1,0,49,40
016Q89CQ,,0,0,0,1,0,15,2,0,55,4,1,1,0,52,51
504M88KT,,0,0,0,0,1,25,8,1,69,3,0,1,0,68,77
816H25MU,,0,1,1,0,0,15,6,1,43,3,1,0,0,72,73
855P52YJ,,1,0,0,1,1,15,5,0,63,4,0,1,0,56,128
311E63XX,,0,0,0,1,0,15,9,1,61,3,0,0,0,57,122
284V74MY,,0,1,0,0,1,15,6,0,44,2,0,1,0,50,47
932V17GH,,0,1,1,0,0,15,10,1,68,0,1,1,0,56,49
394N23HG,,0,0,0,1,0,25,1,0,63,3,0,0,0,64,50
187F20IN,,1,1,0,1,0,25,11,1,63,4,1,1,0,69,34
199V95TV,,0,1,0,1,0,15,8,1,76,3,1,0,0,69,128
075Y05LB,,0,1,1,0,1,15,1,1,84,3,1,1,0,80,154
193X82CF,,0,1,0,1,1,25,3,0,66,6,1,1,0,74,184
239N93KW,,0,0,0,0,1,15,11,1,63,3,0,0,0,56,86
539R52DG,,1,0,1,1,1,15,5,0,64,1,1,1,0,64,36
850Y39QY,,0,1,0,0,0,15,5,1,63,3,1,0,0,69,180
818C89JP,,0,1,0,1,0,50,6,1,70,4,1,1,0,52,516
438U23EY,,0,0,0,0,1,15,7,0,71,0,0,1,0,60,94
666G46ZW,,0,1,1,1,0,15,6,0,53,4,0,1,0,59,44
273S39ED,,0,1,1,0,0,15,8,1,68,4,0,1,0,79,124
419I73TG,,0,1,0,0,1,25,7,1,38,0,1,1,0,68,70
424U94UL,,1,1,1,1,1,15,6,1,39,4,1,1,0,75,52
943P63KS,,0,1,0,0,1,15,4,0,47,4,1,1,0,64,64
720A28QE,,0,1,1,1,1,15,9,1,44,5,1,1,0,63,94
915A28CV,,1,0,1,1,1,50,4,0,39,3,0,0,0,66,73
858P35UX,,1,1,1,1,1,25,5,1,54,3,0,1,0,60,118
694Y59AL,,1,1,0,1,1,15,9,1,96,3,1,0,0,56,63
897C59UU,,0,0,0,0,1,50,5,0,62,6,0,1,0,70,104
124U73XX,,0,1,0,0,0,15,11,1,84,1,0,1,0,43,132
282I74UJ,,0,1,0,0,1,25,4,0,63,1,0,1,0,72,317
385T74OE,,0,1,0,1,0,15,9,1,63,3,0,0,0,63,80
800C13MR,,0,1,0,0,1,25,1,1,26,3,1,0,0,64,134
793V28FH,,0,0,1,0,0,25,5,0,36,3,1,1,0,68,73
028T48GA,,0,1,1,1,0,15,8,1,63,3,1,0,0,67,67
242I70CC,,0,0,1,1,0,25,1,0,63,3,0,0,0,55,51
873H64EP,,1,0,0,1,1,15,6,1,78,2,0,1,0,54,82
466L59HO,,1,1,0,1,1,15,6,1,58,5,1,1,0,66,50
526H46KD,,0,1,1,1,0,25,5,0,66,5,0,1,0,66,391
040D49LL,,0,0,1,0,0,25,4,0,35,4,0,1,0,59,66
321S04PM,,0,1,1,0,1,15,3,0,63,4,0,1,0,67,65
924L40IK,,0,0,1,1,1,50,6,1,54,4,1,1,1,60,104
140Z61QD,,0,1,0,1,0,25,10,0,82,4,0,1,0,70,45
891Q30AM,,0,1,0,1,0,15,4,0,63,3,0,0,0,52,62
110Y57AV,,0,0,0,0,1,15,9,1,62,4,1,1,1,60,214
695H37TJ,,0,1,0,0,0,15,10,1,56,4,0,1,0,68,76
627M28BJ,,0,0,1,1,0,15,2,0,63,3,0,0,0,49,279
175M66TA,,0,0,1,1,0,15,1,1,41,4,1,1,0,69,117
024F57MB,,0,1,0,1,1,25,16,1,76,6,1,1,0,68,238
559P94CD,,0,0,1,1,0,25,9,1,53,3,1,0,0,57,65
272E86GR,,0,1,0,0,1,25,1,1,63,3,0,0,0,48,72
040M35CB,,0,0,1,1,0,25,10,1,67,2,1,1,0,57,123
832M41WR,,1,1,1,0,0,15,5,0,44,3,1,1,0,0,0
876G64EK,,0,0,0,1,0,15,11,1,44,0,1,1,0,50,45
297D83SJ,,0,0,0,0,1,15,10,1,40,6,0,1,0,64,147
584B92GL,,1,0,0,0,0,15,10,1,81,2,1,1,0,55,59
362A08ZH,,0,1,1,1,0,15,3,0,22,5,1,1,0,77,170
589Z52CM,,1,1,1,0,1,15,10,1,79,4,1,1,0,60,65
929J09AU,,0,1,1,1,0,25,8,1,65,5,1,1,0,61,121
620P05BA,,0,0,1,0,0,15,11,1,56,3,0,1,0,66,42
061V46SD,,0,1,0,1,1,15,6,0,76,3,1,1,0,67,48
355N95RZ,,0,1,0,1,1,15,5,1,41,3,1,1,0,51,33
926Q44CQ,,0,1,0,1,0,15,8,1,52,6,1,1,0,53,439
506X31CJ,,0,0,1,1,0,25,7,0,63,4,0,1,0,70,57
085Y90HN,,0,1,1,1,0,50,4,1,74,6,0,1,0,57,87
530Q35QP,,0,1,0,0,0,25,3,0,70,3,0,1,0,41,40
376Z72IJ,,0,1,1,0,1,25,6,0,59,5,0,1,0,65,84
570W70LJ,,0,0,0,1,0,15,9,1,63,4,0,1,0,61,129
848B94RX,,0,1,0,0,0,15,1,0,66,4,1,1,0,29,122
053V52BH,,0,0,1,1,0,15,2,0,56,4,0,1,0,64,71
705K40KU,,1,0,0,0,0,50,11,1,63,1,0,1,0,49,68
355G60QJ,,0,0,1,0,0,50,9,1,55,4,0,1,0,62,264
691W89CO,,0,1,0,1,0,15,7,0,66,2,0,1,0,66,154
096T32TG,,1,1,1,1,0,50,3,0,63,3,1,0,0,51,220
778J82MB,,0,0,1,1,0,25,9,1,76,2,1,1,0,42,60
838Z94CK,,0,0,0,0,1,15,9,1,63,3,1,0,0,51,76
724F73ZM,,0,1,1,1,1,15,1,1,50,6,0,1,0,50,61
948L39BV,,0,1,0,1,1,15,5,0,77,1,0,1,0,55,46
592K14GT,,0,0,1,0,0,15,2,1,51,0,1,1,0,64,42
339U46WC,,1,1,0,0,0,25,9,1,77,5,1,1,0,73,143
717Y30MJ,,0,1,0,0,0,25,6,1,69,3,1,1,0,68,61
306S73VY,,1,0,1,1,0,15,3,1,63,3,0,0,0,65,275
375R61EH,,0,0,1,1,0,25,1,0,68,3,1,1,0,40,43
608I04DX,,0,0,0,1,1,15,7,0,70,3,1,0,0,77,169
267X65ZF,,0,0,1,1,0,15,6,1,79,0,0,1,0,42,85
426P80UP,,0,1,0,1,1,15,4,1,63,6,1,1,0,60,82
148L46QV,,0,0,1,0,1,15,4,0,64,3,1,1,0,67,99
549B55KH,,0,1,0,0,1,15,11,1,63,3,0,0,0,10,0
017H45RX,,0,0,0,1,1,15,10,1,63,1,0,1,0,59,75
971D86LL,,1,0,1,1,0,15,6,1,59,3,1,1,0,60,59
909K81NG,,0,0,0,0,1,25,3,0,63,3,0,0,0,64,71
322M86CJ,,1,1,0,0,1,50,8,0,87,1,0,1,0,74,78
337V29OI,,0,1,0,0,1,15,6,0,65,3,0,1,0,71,87
502G32WR,,0,1,0,1,1,50,9,1,56,3,0,1,0,56,186
547W37XX,,0,0,0,1,0,15,7,1,38,2,0,1,0,49,82
874O97MU,,0,1,1,0,1,15,4,1,84,4,0,1,0,74,87
847L54OY,,0,1,1,0,1,15,5,1,63,3,0,0,0,58,76
332J07YB,,0,1,1,1,0,25,4,0,55,1,0,1,0,61,64
825W36GM,,0,1,1,1,0,15,3,1,64,0,0,1,0,59,65
827L79QB,,1,1,1,1,0,15,5,1,38,3,0,0,0,55,251
151Y28HW,,0,0,0,0,1,15,4,0,45,4,0,1,0,47,255
035G72EP,,1,1,0,0,0,15,10,1,78,0,0,1,0,51,32
876K91EO,,1,1,1,1,1,15,10,1,92,5,0,1,0,54,366
329D62YP,,0,1,0,1,1,15,6,1,56,2,0,1,0,60,133
710M64TU,,0,0,1,0,1,25,3,0,48,1,1,1,0,52,42
263P59JE,,0,1,0,0,1,25,4,0,40,3,1,1,0,64,41
641D64NR,,0,1,1,0,0,25,7,1,87,4,1,1,0,74,133
093L86PW,,0,0,1,0,0,15,10,1,63,3,1,1,0,68,106
759K39KY,,1,1,1,0,1,25,11,1,63,3,0,0,0,72,53
612H23PS,,0,1,0,1,1,50,4,1,92,0,1,1,0,66,78
090L46BZ,,0,0,1,1,1,25,6,0,46,6,0,1,0,67,43
169Q90VW,,0,1,0,1,1,50,7,0,63,3,0,0,0,54,67
188P13QW,,0,1,0,1,0,15,11,1,44,6,0,1,0,69,51
729M08OK,,1,0,0,0,1,25,7,1,98,0,0,1,0,15,66
402I44UE,,0,1,0,0,0,25,9,0,50,0,0,1,0,43,83
682V07FP,,0,1,1,1,0,15,1,0,47,6,0,1,1,65,42
609U41VJ,,0,0,1,1,0,25,1,0,50,3,0,1,0,67,54
640T00PV,,0,1,0,0,0,15,5,1,80,2,1,1,0,66,213
818P63HA,,0,0,0,1,0,15,2,0,32,2,1,1,0,61,152
203E78KP,,0,1,1,1,0,15,9,1,63,1,0,1,0,66,42
843D66VF,,1,0,0,0,1,15,8,0,61,3,1,1,0,57,53
567I15XQ,,0,1,1,0,0,25,7,0,90,0,0,1,0,59,41
173H94LS,,0,1,0,0,0,25,4,0,42,3,0,1,0,53,72
514I87TK,,0,0,1,0,0,25,4,0,50,6,0,1,0,68,77
313L81FM,,1,1,1,1,1,25,7,1,63,3,0,0,0,61,298
547M51MJ,,0,1,0,0,1,15,9,1,40,0,1,1,0,52,94
068G21CU,,1,1,1,1,1,15,10,1,66,4,1,1,1,67,441
463G64IZ,,0,0,1,0,1,25,3,0,42,1,0,1,0,61,41
702A38NU,,1,0,1,1,1,25,3,0,63,3,1,0,0,53,132
194T48OQ,,0,1,0,1,1,15,10,1,43,3,0,1,0,49,99
898S99KH,,0,1,0,0,1,15,4,0,55,4,1,1,0,60,97
426S35MI,,0,0,0,1,0,25,10,0,52,6,1,1,0,37,512
854I40AH,,1,1,1,0,0,15,5,1,78,2,1,1,0,53,86
870B28YE,,0,1,0,1,1,25,6,0,71,1,0,1,0,70,79
199Q25UA,,0,1,0,0,1,15,11,1,63,3,0,1,0,61,52
655R54KQ,,0,0,0,1,0,25,1,0,63,0,0,1,0,59,44
760I93NM,,0,0,1,0,1,15,3,0,42,4,0,1,0,65,32
409E71XV,,1,1,0,1,0,50,6,1,71,4,0,1,1,49,167
254W13BG,,0,1,0,0,0,25,5,0,35,4,0,1,0,65,28
129C22IK,,0,0,0,1,0,25,1,0,63,3,0,0,0,67,78
235B63KJ,,0,1,0,0,0,15,1,1,82,0,0,1,0,72,53
268Y42BZ,,0,1,0,1,0,50,11,1,95,3,0,0,0,63,202
552D27JZ,,1,0,1,1,0,15,3,0,80,6,0,1,0,77,125
837L56ZA,,0,1,1,1,1,15,9,0,90,1,1,1,0,45,57
